noisy_romaji	kanji	clean_romaji	typo_distance	romaji_style	is_partial	partial_len	tokenized	language_segments	has_en_words
fuuy	冬	fuyu	1	hepburn	0	0	fuuy冬		0
tfuuy	冬	fuyu	2	hepburn	0	0	tfuuy冬		0
jy	冬	fuyu	3	hepburn	0	0	jy冬		0
f	冬	f	0	hepburn	1	1	f冬		0
fd	冬	f	1	hepburn	1	1	fd冬		0
	冬	f	2	hepburn	1	1	冬		0
a	冬	f	3	hepburn	1	1	a冬		0
fuy	冬	fuy	0	hepburn	1	3	fuy冬		0
fyu	冬	fuy	1	hepburn	1	3	fyu冬		0
fgu	冬	fuy	2	hepburn	1	3	fgu冬		0
fut	冬	fuy	3	hepburn	1	3	fut冬		0
huyu	冬	huyu	0	kunrei	0	0	huyu冬		0
hyu	冬	huyu	1	kunrei	0	0	hyu冬		0
huyyuj	冬	huyu	2	kunrei	0	0	huyyuj冬		0
uyu	冬	huyu	3	kunrei	0	0	uyu冬		0
hu	冬	hu	0	kunrei	1	2	hu冬		0
h	冬	hu	1	kunrei	1	2	h冬		0
hyh	冬	hu	2	kunrei	1	2	hyh冬		0
ght	冬	hu	3	kunrei	1	2	ght冬		0
h	冬	h	0	kunrei	1	1	h冬		0
	冬	h	1	kunrei	1	1	冬		0
g	冬	h	2	kunrei	1	1	g冬		0
w	冬	h	3	kunrei	1	1	w冬		0
huyu	冬	huyu	0	waapuro	0	0	huyu冬		0
huyyu	冬	huyu	1	waapuro	0	0	huyyu冬		0
hyuiu	冬	huyu	2	waapuro	0	0	hyuiu冬		0
huhuyu	冬	huyu	3	waapuro	0	0	huhuyu冬		0
huy	冬	huy	0	waapuro	1	3	huy冬		0
hhuy	冬	huy	1	waapuro	1	3	hhuy冬		0
yhy	冬	huy	2	waapuro	1	3	yhy冬		0
hy	冬	huy	3	waapuro	1	3	hy冬		0
huyu	冬	huyu	0	waapuro	1	4	huyu冬		0
hyuu	冬	huyu	1	waapuro	1	4	hyuu冬		0
huhhu	冬	huyu	2	waapuro	1	4	huhhu冬		0
hguh	冬	huyu	3	waapuro	1	4	hguh冬		0
yuki	雪	yuki	0	hepburn	0	0	yuki雪		0
yhki	雪	yuki	1	hepburn	0	0	yhki雪		0
yyjki	雪	yuki	2	hepburn	0	0	yyjki雪		0
yukkop	雪	yuki	3	hepburn	0	0	yukkop雪		0
yuk	雪	yuk	0	hepburn	1	3	yuk雪		0
huk	雪	yuk	1	hepburn	1	3	huk雪		0
yy	雪	yuk	2	hepburn	1	3	yy雪		0
yukj	雪	yuk	3	hepburn	1	3	yukj雪		0
y	雪	y	0	hepburn	1	1	y雪		0
h	雪	y	1	hepburn	1	1	h雪		0
f	雪	y	2	hepburn	1	1	f雪		0
	雪	y	3	hepburn	1	1	雪		0
yuki	雪	yuki	0	kunrei	0	0	yuki雪		0
yki	雪	yuki	1	kunrei	0	0	yki雪		0
ykui	雪	yuki	2	kunrei	0	0	ykui雪		0
ykk	雪	yuki	3	kunrei	0	0	ykk雪		0
yuk	雪	yuk	0	kunrei	1	3	yuk雪		0
uyk	雪	yuk	1	kunrei	1	3	uyk雪		0
ugyk	雪	yuk	2	kunrei	1	3	ugyk雪		0
u	雪	yuk	3	kunrei	1	3	u雪		0
y	雪	y	0	kunrei	1	1	y雪		0
	雪	y	1	kunrei	1	1	雪		0
z	雪	y	2	kunrei	1	1	z雪		0
uyhj	雪	y	3	kunrei	1	1	uyhj雪		0
yuki	雪	yuki	0	waapuro	0	0	yuki雪		0
uyki	雪	yuki	1	waapuro	0	0	uyki雪		0
yuki	雪	yuki	2	waapuro	0	0	yuki雪		0
tjuoi	雪	yuki	3	waapuro	0	0	tjuoi雪		0
yu	雪	yu	0	waapuro	1	2	yu雪		0
yuh	雪	yu	1	waapuro	1	2	yuh雪		0
yy	雪	yu	2	waapuro	1	2	yy雪		0
u	雪	yu	3	waapuro	1	2	u雪		0
yuki	雪	yuki	0	waapuro	1	4	yuki雪		0
yjuki	雪	yuki	1	waapuro	1	4	yjuki雪		0
yjukij	雪	yuki	2	waapuro	1	4	yjukij雪		0
toi	雪	yuki	3	waapuro	1	4	toi雪		0
furi	降り	furi	0	hepburn	0	0	furi降り		0
fuei	降り	furi	1	hepburn	0	0	fuei降り		0
turk	降り	furi	2	hepburn	0	0	turk降り		0
uffrji	降り	furi	3	hepburn	0	0	uffrji降り		0
fur	降り	fur	0	hepburn	1	3	fur降り		0
cfur	降り	fur	1	hepburn	1	3	cfur降り		0
fyre	降り	fur	2	hepburn	1	3	fyre降り		0
	降り	fur	3	hepburn	1	3	降り		0
furi	降り	furi	0	hepburn	1	4	furi降り		0
furj	降り	furi	1	hepburn	1	4	furj降り		0
furjij	降り	furi	2	hepburn	1	4	furjij降り		0
fier	降り	furi	3	hepburn	1	4	fier降り		0
huri	降り	huri	0	kunrei	0	0	huri降り		0
hiri	降り	huri	1	kunrei	0	0	hiri降り		0
hitri	降り	huri	2	kunrei	0	0	hitri降り		0
huorj	降り	huri	3	kunrei	0	0	huorj降り		0
h	降り	h	0	kunrei	1	1	h降り		0
y	降り	h	1	kunrei	1	1	y降り		0
h	降り	h	2	kunrei	1	1	h降り		0
thy	降り	h	3	kunrei	1	1	thy降り		0
hu	降り	hu	0	kunrei	1	2	hu降り		0
u	降り	hu	1	kunrei	1	2	u降り		0
	降り	hu	2	kunrei	1	2	降り		0
gh	降り	hu	3	kunrei	1	2	gh降り		0
huri	降り	huri	0	waapuro	0	0	huri降り		0
hui	降り	huri	1	waapuro	0	0	hui降り		0
hui	降り	huri	2	waapuro	0	0	hui降り		0
hui	降り	huri	3	waapuro	0	0	hui降り		0
huri	降り	huri	0	waapuro	1	4	huri降り		0
uri	降り	huri	1	waapuro	1	4	uri降り		0
urij	降り	huri	2	waapuro	1	4	urij降り		0
heuu	降り	huri	3	waapuro	1	4	heuu降り		0
hu	降り	hu	0	waapuro	1	2	hu降り		0
hj	降り	hu	1	waapuro	1	2	hj降り		0
uhj	降り	hu	2	waapuro	1	2	uhj降り		0
i	降り	hu	3	waapuro	1	2	i降り		0
eki	駅	eki	0	hepburn	0	0	eki駅		0
kei	駅	eki	1	hepburn	0	0	kei駅		0
ki	駅	eki	2	hepburn	0	0	ki駅		0
i	駅	eki	3	hepburn	0	0	i駅		0
eki	駅	eki	0	hepburn	1	3	eki駅		0
rki	駅	eki	1	hepburn	1	3	rki駅		0
ekuui	駅	eki	2	hepburn	1	3	ekuui駅		0
ie	駅	eki	3	hepburn	1	3	ie駅		0
e	駅	e	0	hepburn	1	1	e駅		0
	駅	e	1	hepburn	1	1	駅		0
es	駅	e	2	hepburn	1	1	es駅		0
z	駅	e	3	hepburn	1	1	z駅		0
eki	駅	eki	0	kunrei	0	0	eki駅		0
ek	駅	eki	1	kunrei	0	0	ek駅		0
eki	駅	eki	2	kunrei	0	0	eki駅		0
iik	駅	eki	3	kunrei	0	0	iik駅		0
e	駅	e	0	kunrei	1	1	e駅		0
se	駅	e	1	kunrei	1	1	se駅		0
ds	駅	e	2	kunrei	1	1	ds駅		0
sz	駅	e	3	kunrei	1	1	sz駅		0
ek	駅	ek	0	kunrei	1	2	ek駅		0
e	駅	ek	1	kunrei	1	2	e駅		0
jke	駅	ek	2	kunrei	1	2	jke駅		0
ed	駅	ek	3	kunrei	1	2	ed駅		0
eki	駅	eki	0	waapuro	0	0	eki駅		0
ekoi	駅	eki	1	waapuro	0	0	ekoi駅		0
sik	駅	eki	2	waapuro	0	0	sik駅		0
kiko	駅	eki	3	waapuro	0	0	kiko駅		0
e	駅	e	0	waapuro	1	1	e駅		0
w	駅	e	1	waapuro	1	1	w駅		0
ws	駅	e	2	waapuro	1	1	ws駅		0
z	駅	e	3	waapuro	1	1	z駅		0
ek	駅	ek	0	waapuro	1	2	ek駅		0
wk	駅	ek	1	waapuro	1	2	wk駅		0
rk	駅	ek	2	waapuro	1	2	rk駅		0
we	駅	ek	3	waapuro	1	2	we駅		0
chikaku	近く	chikaku	0	hepburn	0	0	chikaku近く		0
hikaku	近く	chikaku	1	hepburn	0	0	hikaku近く		0
hcikaiu	近く	chikaku	2	hepburn	0	0	hcikaiu近く		0
choikuk	近く	chikaku	3	hepburn	0	0	choikuk近く		0
ch	近く	ch	0	hepburn	1	2	ch近く		0
chj	近く	ch	1	hepburn	1	2	chj近く		0
gh	近く	ch	2	hepburn	1	2	gh近く		0
f	近く	ch	3	hepburn	1	2	f近く		0
c	近く	c	0	hepburn	1	1	c近く		0
f	近く	c	1	hepburn	1	1	f近く		0
ct	近く	c	2	hepburn	1	1	ct近く		0
fvxc	近く	c	3	hepburn	1	1	fvxc近く		0
tikaku	近く	tikaku	0	kunrei	0	0	tikaku近く		0
timaku	近く	tikaku	1	kunrei	0	0	timaku近く		0
kaku	近く	tikaku	2	kunrei	0	0	kaku近く		0
tikak	近く	tikaku	3	kunrei	0	0	tikak近く		0
tikaku	近く	tikaku	0	kunrei	1	6	tikaku近く		0
rikaku	近く	tikaku	1	kunrei	1	6	rikaku近く		0
itkakh	近く	tikaku	2	kunrei	1	6	itkakh近く		0
timku	近く	tikaku	3	kunrei	1	6	timku近く		0
t	近く	t	0	kunrei	1	1	t近く		0
f	近く	t	1	kunrei	1	1	f近く		0
f	近く	t	2	kunrei	1	1	f近く		0
gb	近く	t	3	kunrei	1	1	gb近く		0
tikaku	近く	tikaku	0	waapuro	0	0	tikaku近く		0
tikauk	近く	tikaku	1	waapuro	0	0	tikauk近く		0
tijaki	近く	tikaku	2	waapuro	0	0	tijaki近く		0
iak	近く	tikaku	3	waapuro	0	0	iak近く		0
tikak	近く	tikak	0	waapuro	1	5	tikak近く		0
tkiak	近く	tikak	1	waapuro	1	5	tkiak近く		0
tak	近く	tikak	2	waapuro	1	5	tak近く		0
iatk	近く	tikak	3	waapuro	1	5	iatk近く		0
t	近く	t	0	waapuro	1	1	t近く		0
g	近く	t	1	waapuro	1	1	g近く		0
z	近く	t	2	waapuro	1	1	z近く		0
q	近く	t	3	waapuro	1	1	q近く		0
atarashii	新しい	atarashii	0	hepburn	0	0	atarashii新しい		0
atarasihi	新しい	atarashii	1	hepburn	0	0	atarasihi新しい		0
artarahii	新しい	atarashii	2	hepburn	0	0	artarahii新しい		0
satrqshii	新しい	atarashii	3	hepburn	0	0	satrqshii新しい		0
atarash	新しい	atarash	0	hepburn	1	7	atarash新しい		0
atarsh	新しい	atarash	1	hepburn	1	7	atarsh新しい		0
atarasg	新しい	atarash	2	hepburn	1	7	atarasg新しい		0
atawqsh	新しい	atarash	3	hepburn	1	7	atawqsh新しい		0
a	新しい	a	0	hepburn	1	1	a新しい		0
	新しい	a	1	hepburn	1	1	新しい		0
w	新しい	a	2	hepburn	1	1	w新しい		0
qa	新しい	a	3	hepburn	1	1	qa新しい		0
atarasii	新しい	atarasii	0	kunrei	0	0	atarasii新しい		0
atrasii	新しい	atarasii	1	kunrei	0	0	atrasii新しい		0
aarasii	新しい	atarasii	2	kunrei	0	0	aarasii新しい		0
atazrsi	新しい	atarasii	3	kunrei	0	0	atazrsi新しい		0
atar	新しい	atar	0	kunrei	1	4	atar新しい		0
atare	新しい	atar	1	kunrei	1	4	atare新しい		0
atrw	新しい	atar	2	kunrei	1	4	atrw新しい		0
eatae	新しい	atar	3	kunrei	1	4	eatae新しい		0
atara	新しい	atara	0	kunrei	1	5	atara新しい		0
atafa	新しい	atara	1	kunrei	1	5	atafa新しい		0
gara	新しい	atara	2	kunrei	1	5	gara新しい		0
aea	新しい	atara	3	kunrei	1	5	aea新しい		0
atarashii	新しい	atarashii	0	waapuro	0	0	atarashii新しい		0
atarahii	新しい	atarashii	1	waapuro	0	0	atarahii新しい		0
atarahsio	新しい	atarashii	2	waapuro	0	0	atarahsio新しい		0
aatrajhii	新しい	atarashii	3	waapuro	0	0	aatrajhii新しい		0
atar	新しい	atar	0	waapuro	1	4	atar新しい		0
atard	新しい	atar	1	waapuro	1	4	atard新しい		0
agtarf	新しい	atar	2	waapuro	1	4	agtarf新しい		0
atraer	新しい	atar	3	waapuro	1	4	atraer新しい		0
at	新しい	at	0	waapuro	1	2	at新しい		0
a	新しい	at	1	waapuro	1	2	a新しい		0
r	新しい	at	2	waapuro	1	2	r新しい		0
faf	新しい	at	3	waapuro	1	2	faf新しい		0
mise	店	mise	0	hepburn	0	0	mise店		0
msie	店	mise	1	hepburn	0	0	msie店		0
jsie	店	mise	2	hepburn	0	0	jsie店		0
mjiesz	店	mise	3	hepburn	0	0	mjiesz店		0
m	店	m	0	hepburn	1	1	m店		0
n	店	m	1	hepburn	1	1	n店		0
ok	店	m	2	hepburn	1	1	ok店		0
mj	店	m	3	hepburn	1	1	mj店		0
mi	店	mi	0	hepburn	1	2	mi店		0
mj	店	mi	1	hepburn	1	2	mj店		0
km	店	mi	2	hepburn	1	2	km店		0
ni	店	mi	3	hepburn	1	2	ni店		0
mise	店	mise	0	kunrei	0	0	mise店		0
mie	店	mise	1	kunrei	0	0	mie店		0
imsde	店	mise	2	kunrei	0	0	imsde店		0
ie	店	mise	3	kunrei	0	0	ie店		0
mi	店	mi	0	kunrei	1	2	mi店		0
mki	店	mi	1	kunrei	1	2	mki店		0
i	店	mi	2	kunrei	1	2	i店		0
	店	mi	3	kunrei	1	2	店		0
mise	店	mise	0	kunrei	1	4	mise店		0
mose	店	mise	1	kunrei	1	4	mose店		0
mjs	店	mise	2	kunrei	1	4	mjs店		0
imws	店	mise	3	kunrei	1	4	imws店		0
mise	店	mise	0	waapuro	0	0	mise店		0
mjse	店	mise	1	waapuro	0	0	mjse店		0
mias	店	mise	2	waapuro	0	0	mias店		0
ims	店	mise	3	waapuro	0	0	ims店		0
mis	店	mis	0	waapuro	1	3	mis店		0
mois	店	mis	1	waapuro	1	3	mois店		0
sm	店	mis	2	waapuro	1	3	sm店		0
o	店	mis	3	waapuro	1	3	o店		0
mise	店	mise	0	waapuro	1	4	mise店		0
misde	店	mise	1	waapuro	1	4	misde店		0
mxse	店	mise	2	waapuro	1	4	mxse店		0
mses	店	mise	3	waapuro	1	4	mses店		0
ongaku	音楽	ongaku	0	hepburn	0	0	ongaku音楽		0
ongakyu	音楽	ongaku	1	hepburn	0	0	ongakyu音楽		0
iomngaku	音楽	ongaku	2	hepburn	0	0	iomngaku音楽		0
lngkauy	音楽	ongaku	3	hepburn	0	0	lngkauy音楽		0
ongak	音楽	ongak	0	hepburn	1	5	ongak音楽		0
ongka	音楽	ongak	1	hepburn	1	5	ongka音楽		0
onham	音楽	ongak	2	hepburn	1	5	onham音楽		0
onygwik	音楽	ongak	3	hepburn	1	5	onygwik音楽		0
on	音楽	on	0	hepburn	1	2	on音楽		0
onh	音楽	on	1	hepburn	1	2	onh音楽		0
onbn	音楽	on	2	hepburn	1	2	onbn音楽		0
npo	音楽	on	3	hepburn	1	2	npo音楽		0
ongaku	音楽	ongaku	0	kunrei	0	0	ongaku音楽		0
ongau	音楽	ongaku	1	kunrei	0	0	ongau音楽		0
ongkahu	音楽	ongaku	2	kunrei	0	0	ongkahu音楽		0
obgskuj	音楽	ongaku	3	kunrei	0	0	obgskuj音楽		0
onga	音楽	onga	0	kunrei	1	4	onga音楽		0
oga	音楽	onga	1	kunrei	1	4	oga音楽		0
ogan	音楽	onga	2	kunrei	1	4	ogan音楽		0
nywa	音楽	onga	3	kunrei	1	4	nywa音楽		0
ong	音楽	ong	0	kunrei	1	3	ong音楽		0
ohg	音楽	ong	1	kunrei	1	3	ohg音楽		0
lbg	音楽	ong	2	kunrei	1	3	lbg音楽		0
gn	音楽	ong	3	kunrei	1	3	gn音楽		0
ongaku	音楽	ongaku	0	waapuro	0	0	ongaku音楽		0
ogaku	音楽	ongaku	1	waapuro	0	0	ogaku音楽		0
ongiku	音楽	ongaku	2	waapuro	0	0	ongiku音楽		0
ntaku	音楽	ongaku	3	waapuro	0	0	ntaku音楽		0
ongaku	音楽	ongaku	0	waapuro	1	6	ongaku音楽		0
ongak	音楽	ongaku	1	waapuro	1	6	ongak音楽		0
onvgkau	音楽	ongaku	2	waapuro	1	6	onvgkau音楽		0
lohbngaku	音楽	ongaku	3	waapuro	1	6	lohbngaku音楽		0
on	音楽	on	0	waapuro	1	2	on音楽		0
no	音楽	on	1	waapuro	1	2	no音楽		0
	音楽	on	2	waapuro	1	2	音楽		0
llo	音楽	on	3	waapuro	1	2	llo音楽		0
kiku	聴く	kiku	0	hepburn	0	0	kiku聴く		0
kkiu	聴く	kiku	1	hepburn	0	0	kkiu聴く		0
kijui	聴く	kiku	2	hepburn	0	0	kijui聴く		0
lkku	聴く	kiku	3	hepburn	0	0	lkku聴く		0
k	聴く	k	0	hepburn	1	1	k聴く		0
j	聴く	k	1	hepburn	1	1	j聴く		0
ko	聴く	k	2	hepburn	1	1	ko聴く		0
op	聴く	k	3	hepburn	1	1	op聴く		0
kiku	聴く	kiku	0	hepburn	1	4	kiku聴く		0
kijku	聴く	kiku	1	hepburn	1	4	kijku聴く		0
ikjku	聴く	kiku	2	hepburn	1	4	ikjku聴く		0
ikkj	聴く	kiku	3	hepburn	1	4	ikkj聴く		0
kiku	聴く	kiku	0	kunrei	0	0	kiku聴く		0
kiu	聴く	kiku	1	kunrei	0	0	kiu聴く		0
kkou	聴く	kiku	2	kunrei	0	0	kkou聴く		0
kluu	聴く	kiku	3	kunrei	0	0	kluu聴く		0
kik	聴く	kik	0	kunrei	1	3	kik聴く		0
ik	聴く	kik	1	kunrei	1	3	ik聴く		0
il	聴く	kik	2	kunrei	1	3	il聴く		0
i	聴く	kik	3	kunrei	1	3	i聴く		0
k	聴く	k	0	kunrei	1	1	k聴く		0
m	聴く	k	1	kunrei	1	1	m聴く		0
io	聴く	k	2	kunrei	1	1	io聴く		0
lk	聴く	k	3	kunrei	1	1	lk聴く		0
kiku	聴く	kiku	0	waapuro	0	0	kiku聴く		0
kiu	聴く	kiku	1	waapuro	0	0	kiu聴く		0
kioiu	聴く	kiku	2	waapuro	0	0	kioiu聴く		0
ikh	聴く	kiku	3	waapuro	0	0	ikh聴く		0
k	聴く	k	0	waapuro	1	1	k聴く		0
ko	聴く	k	1	waapuro	1	1	ko聴く		0
s	聴く	k	2	waapuro	1	1	s聴く		0
nmko	聴く	k	3	waapuro	1	1	nmko聴く		0
ki	聴く	ki	0	waapuro	1	2	ki聴く		0
kk	聴く	ki	1	waapuro	1	2	kk聴く		0
okki	聴く	ki	2	waapuro	1	2	okki聴く		0
i	聴く	ki	3	waapuro	1	2	i聴く		0
shumi	趣味	shumi	0	hepburn	0	0	shumi趣味		0
hsumi	趣味	shumi	1	hepburn	0	0	hsumi趣味		0
shuum	趣味	shumi	2	hepburn	0	0	shuum趣味		0
sumik	趣味	shumi	3	hepburn	0	0	sumik趣味		0
shumi	趣味	shumi	0	hepburn	1	5	shumi趣味		0
suhmi	趣味	shumi	1	hepburn	1	5	suhmi趣味		0
shuk	趣味	shumi	2	hepburn	1	5	shuk趣味		0
hsmuio	趣味	shumi	3	hepburn	1	5	hsmuio趣味		0
sh	趣味	sh	0	hepburn	1	2	sh趣味		0
hs	趣味	sh	1	hepburn	1	2	hs趣味		0
s	趣味	sh	2	hepburn	1	2	s趣味		0
	趣味	sh	3	hepburn	1	2	趣味		0
syumi	趣味	syumi	0	kunrei	0	0	syumi趣味		0
syumk	趣味	syumi	1	kunrei	0	0	syumk趣味		0
ysmui	趣味	syumi	2	kunrei	0	0	ysmui趣味		0
sutyni	趣味	syumi	3	kunrei	0	0	sutyni趣味		0
syum	趣味	syum	0	kunrei	1	4	syum趣味		0
suym	趣味	syum	1	kunrei	1	4	suym趣味		0
sghum	趣味	syum	2	kunrei	1	4	sghum趣味		0
esyuh	趣味	syum	3	kunrei	1	4	esyuh趣味		0
syumi	趣味	syumi	0	kunrei	1	5	syumi趣味		0
syhmi	趣味	syumi	1	kunrei	1	5	syhmi趣味		0
shuni	趣味	syumi	2	kunrei	1	5	shuni趣味		0
sguyji	趣味	syumi	3	kunrei	1	5	sguyji趣味		0
syumi	趣味	syumi	0	waapuro	0	0	syumi趣味		0
dyumi	趣味	syumi	1	waapuro	0	0	dyumi趣味		0
syumikj	趣味	syumi	2	waapuro	0	0	syumikj趣味		0
syumju	趣味	syumi	3	waapuro	0	0	syumju趣味		0
s	趣味	s	0	waapuro	1	1	s趣味		0
	趣味	s	1	waapuro	1	1	趣味		0
aw	趣味	s	2	waapuro	1	1	aw趣味		0
	趣味	s	3	waapuro	1	1	趣味		0
syum	趣味	syum	0	waapuro	1	4	syum趣味		0
sym	趣味	syum	1	waapuro	1	4	sym趣味		0
dsum	趣味	syum	2	waapuro	1	4	dsum趣味		0
tun	趣味	syum	3	waapuro	1	4	tun趣味		0
maiasa	毎朝	maiasa	0	hepburn	0	0	maiasa毎朝		0
maoiasa	毎朝	maiasa	1	hepburn	0	0	maoiasa毎朝		0
maiaws	毎朝	maiasa	2	hepburn	0	0	maiaws毎朝		0
masq	毎朝	maiasa	3	hepburn	0	0	masq毎朝		0
maiasa	毎朝	maiasa	0	hepburn	1	6	maiasa毎朝		0
maiaa	毎朝	maiasa	1	hepburn	1	6	maiaa毎朝		0
kmaasa	毎朝	maiasa	2	hepburn	1	6	kmaasa毎朝		0
iassa	毎朝	maiasa	3	hepburn	1	6	iassa毎朝		0
m	毎朝	m	0	hepburn	1	1	m毎朝		0
j	毎朝	m	1	hepburn	1	1	j毎朝		0
mj	毎朝	m	2	hepburn	1	1	mj毎朝		0
w	毎朝	m	3	hepburn	1	1	w毎朝		0
maiasa	毎朝	maiasa	0	kunrei	0	0	maiasa毎朝		0
maiaas	毎朝	maiasa	1	kunrei	0	0	maiaas毎朝		0
kauiasa	毎朝	maiasa	2	kunrei	0	0	kauiasa毎朝		0
miaassa	毎朝	maiasa	3	kunrei	0	0	miaassa毎朝		0
maia	毎朝	maia	0	kunrei	1	4	maia毎朝		0
aia	毎朝	maia	1	kunrei	1	4	aia毎朝		0
akia	毎朝	maia	2	kunrei	1	4	akia毎朝		0
aam	毎朝	maia	3	kunrei	1	4	aam毎朝		0
m	毎朝	m	0	kunrei	1	1	m毎朝		0
n	毎朝	m	1	kunrei	1	1	n毎朝		0
n	毎朝	m	2	kunrei	1	1	n毎朝		0
s	毎朝	m	3	kunrei	1	1	s毎朝		0
maiasa	毎朝	maiasa	0	waapuro	0	0	maiasa毎朝		0
maiasza	毎朝	maiasa	1	waapuro	0	0	maiasza毎朝		0
ziasa	毎朝	maiasa	2	waapuro	0	0	ziasa毎朝		0
jjaiazsa	毎朝	maiasa	3	waapuro	0	0	jjaiazsa毎朝		0
maiasa	毎朝	maiasa	0	waapuro	1	6	maiasa毎朝		0
miasa	毎朝	maiasa	1	waapuro	1	6	miasa毎朝		0
maasa	毎朝	maiasa	2	waapuro	1	6	maasa毎朝		0
naiza	毎朝	maiasa	3	waapuro	1	6	naiza毎朝		0
maia	毎朝	maia	0	waapuro	1	4	maia毎朝		0
mzaia	毎朝	maia	1	waapuro	1	4	mzaia毎朝		0
mias	毎朝	maia	2	waapuro	1	4	mias毎朝		0
miwa	毎朝	maia	3	waapuro	1	4	miwa毎朝		0
hayaku	早く	hayaku	0	hepburn	0	0	hayaku早く		0
hayauk	早く	hayaku	1	hepburn	0	0	hayauk早く		0
nhyaku	早く	hayaku	2	hepburn	0	0	nhyaku早く		0
hayuk	早く	hayaku	3	hepburn	0	0	hayuk早く		0
ha	早く	ha	0	hepburn	1	2	ha早く		0
a	早く	ha	1	hepburn	1	2	a早く		0
	早く	ha	2	hepburn	1	2	早く		0
nhzs	早く	ha	3	hepburn	1	2	nhzs早く		0
hay	早く	hay	0	hepburn	1	3	hay早く		0
hayh	早く	hay	1	hepburn	1	3	hayh早く		0
hah	早く	hay	2	hepburn	1	3	hah早く		0
nah	早く	hay	3	hepburn	1	3	nah早く		0
hayaku	早く	hayaku	0	kunrei	0	0	hayaku早く		0
hayqku	早く	hayaku	1	kunrei	0	0	hayqku早く		0
hyakau	早く	hayaku	2	kunrei	0	0	hyakau早く		0
